player,nation,pos,age,mp,starts,min,90s,gls,ast,g+a,g-pk,pk,pkatt,crdy,crdr,gls.1,ast.1,g+a.1,g-pk.1,g+a-pk,matches,team_name,season,team_id
Marthã,br BRA,MF,23.0,27,21,1632.0,18.1,5.0,0.0,5.0,5.0,0.0,0.0,10.0,1.0,0.28,0.0,0.28,0.28,0.28,Matches,crb,2021,ODF77uHX6crb
Claudinei,br BRA,MF,32.0,29,17,1645.0,18.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,crb,2021,ODF77uHX6crb
Pablo Dyego,br BRA,"MF,FW",26.0,21,17,1446.0,16.1,4.0,1.0,5.0,4.0,0.0,0.0,6.0,1.0,0.25,0.06,0.31,0.25,0.31,Matches,crb,2021,ODF77uHX6crb
Nicolas Careca,br BRA,FW,23.0,23,15,1257.0,14.0,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.14,0.0,0.14,0.14,0.14,Matches,crb,2021,ODF77uHX6crb
Renan Bardini Bressan,by BLR,MF,32.0,26,11,1090.0,12.1,5.0,1.0,6.0,3.0,2.0,2.0,0.0,1.0,0.41,0.08,0.5,0.25,0.33,Matches,crb,2021,ODF77uHX6crb
Alisson Farias,br BRA,MF,24.0,18,10,834.0,9.3,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.11,0.0,0.11,0.11,0.11,Matches,crb,2021,ODF77uHX6crb
Hyuri,br BRA,FW,29.0,10,10,815.0,9.1,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,0.33,0.11,0.44,0.33,0.44,Matches,crb,2021,ODF77uHX6crb
Wesley,br BRA,MF,33.0,27,9,948.0,10.5,2.0,1.0,3.0,0.0,2.0,2.0,3.0,0.0,0.19,0.09,0.28,0.0,0.09,Matches,crb,2021,ODF77uHX6crb
Frazan,br BRA,DF,24.0,11,9,818.0,9.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,crb,2021,ODF77uHX6crb
Erik Nascimento,br BRA,MF,25.0,19,8,857.0,9.5,1.0,3.0,4.0,1.0,0.0,0.0,3.0,0.0,0.11,0.32,0.42,0.11,0.42,Matches,crb,2021,ODF77uHX6crb
Celsinho,br BRA,DF,32.0,16,8,809.0,9.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.22,0.22,0.0,0.22,Matches,crb,2021,ODF77uHX6crb
Emerson Negueba,br BRA,MF,20.0,17,8,762.0,8.5,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.35,0.0,0.35,0.35,0.35,Matches,crb,2021,ODF77uHX6crb
Júnior Brandão,br BRA,FW,26.0,19,7,840.0,9.3,3.0,0.0,3.0,3.0,0.0,1.0,2.0,0.0,0.32,0.0,0.32,0.32,0.32,Matches,crb,2021,ODF77uHX6crb
Ewandro,br BRA,MF,24.0,13,7,635.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,crb,2021,ODF77uHX6crb
Ewerton Páscoa,br BRA,DF,31.0,8,4,475.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,crb,2021,ODF77uHX6crb
Jatoba,br BRA,MF,25.0,13,3,361.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,crb,2021,ODF77uHX6crb
Alan James,br BRA,FW,23.0,8,2,272.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.33,0.33,Matches,crb,2021,ODF77uHX6crb
Alexandre Melo,br BRA,DF,21.0,6,2,247.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,crb,2021,ODF77uHX6crb
Calyson,br BRA,MF,27.0,8,1,196.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,crb,2021,ODF77uHX6crb
Vitao,br BRA,FW,21.0,6,1,155.0,1.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.58,0.0,0.58,Matches,crb,2021,ODF77uHX6crb
Roberto,br BRA,DF,22.0,2,1,77.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,crb,2021,ODF77uHX6crb
Dudu,br BRA,MF,22.0,6,0,117.0,1.3,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.77,1.54,2.31,0.77,2.31,Matches,crb,2021,ODF77uHX6crb
Arthur,br BRA,GK,24.0,0,0,,,,,,,,,,,,,,,,Matches,crb,2021,ODF77uHX6crb
Darlisson,br BRA,DF,17.0,0,0,,,,,,,,,,,,,,,,Matches,crb,2021,ODF77uHX6crb
Ewerton,br BRA,GK,22.0,0,0,,,,,,,,,,,,,,,,Matches,crb,2021,ODF77uHX6crb
Matheus Mega,br BRA,MF,21.0,0,0,,,,,,,,,,,,,,,,Matches,crb,2021,ODF77uHX6crb
Victor Ramos Ferreira,br BRA,DF,31.0,0,0,,,,,,,,,,,,,,,,Matches,crb,2021,ODF77uHX6crb
Wellington,br BRA,DF,19.0,0,0,,,,,,,,,,,,,,,,Matches,crb,2021,ODF77uHX6crb
Jean Carlos Vicente,br BRA,MF,28.0,34,34,2846.0,31.6,11.0,9.0,20.0,10.0,1.0,2.0,6.0,1.0,0.35,0.28,0.63,0.32,0.6,Matches,nautico,2021,JjqcNtQ_znau
Vinícius,br BRA,MF,27.0,33,33,2805.0,31.2,8.0,10.0,18.0,7.0,1.0,1.0,7.0,1.0,0.26,0.32,0.58,0.22,0.55,Matches,nautico,2021,JjqcNtQ_znau
Rhaldney,br BRA,MF,22.0,32,32,2415.0,26.8,1.0,1.0,2.0,1.0,0.0,0.0,10.0,0.0,0.04,0.04,0.07,0.04,0.07,Matches,nautico,2021,JjqcNtQ_znau
Camutanga,br BRA,DF,27.0,31,31,2656.0,29.5,3.0,1.0,4.0,3.0,0.0,0.0,10.0,1.0,0.1,0.03,0.14,0.1,0.14,Matches,nautico,2021,JjqcNtQ_znau
Diogo Hereda,br BRA,DF,22.0,26,25,2101.0,23.3,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.09,0.09,0.0,0.09,Matches,nautico,2021,JjqcNtQ_znau
Alex Alves de Lima,br BRA,GK,34.0,23,23,2054.0,22.8,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches,nautico,2021,JjqcNtQ_znau
Bryan,br BRA,DF,24.0,23,23,1890.0,21.0,1.0,0.0,1.0,1.0,0.0,0.0,6.0,1.0,0.05,0.0,0.05,0.05,0.05,Matches,nautico,2021,JjqcNtQ_znau
Matheus Trindade Gonçalves,br BRA,MF,24.0,30,22,1946.0,21.6,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,nautico,2021,JjqcNtQ_znau
Rafael Ribeiro,br BRA,DF,25.0,18,18,1530.0,17.0,2.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0,0.12,0.0,0.12,0.12,0.12,Matches,nautico,2021,JjqcNtQ_znau
Djavan,br BRA,MF,25.0,24,14,1129.0,12.5,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.08,0.0,0.08,0.08,0.08,Matches,nautico,2021,JjqcNtQ_znau
Júnior Tavares,br BRA,"DF,MF",24.0,13,12,1104.0,12.3,1.0,3.0,4.0,1.0,0.0,0.0,4.0,0.0,0.08,0.24,0.33,0.08,0.33,Matches,nautico,2021,JjqcNtQ_znau
Guillermo Paiva,py PAR,FW,23.0,24,11,1050.0,11.7,4.0,1.0,5.0,4.0,0.0,0.0,2.0,0.0,0.34,0.09,0.43,0.34,0.43,Matches,nautico,2021,JjqcNtQ_znau
Anderson,br BRA,GK,22.0,11,11,990.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,nautico,2021,JjqcNtQ_znau
Marciel,br BRA,MF,25.0,28,10,1031.0,11.5,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.09,0.0,0.09,0.09,0.09,Matches,nautico,2021,JjqcNtQ_znau
Yago,br BRA,DF,28.0,16,10,942.0,10.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,Matches,nautico,2021,JjqcNtQ_znau
Kieza,br BRA,FW,34.0,10,10,794.0,8.8,2.0,1.0,3.0,2.0,0.0,1.0,1.0,0.0,0.23,0.11,0.34,0.23,0.34,Matches,nautico,2021,JjqcNtQ_znau
Matheus Jesus,br BRA,"MF,FW",23.0,10,10,760.0,8.4,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.12,0.0,0.12,0.12,0.12,Matches,nautico,2021,JjqcNtQ_znau
Carlão,br BRA,DF,19.0,13,9,929.0,10.3,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,Matches,nautico,2021,JjqcNtQ_znau
Caio Dantas,br BRA,FW,27.0,10,9,754.0,8.4,5.0,2.0,7.0,5.0,0.0,0.0,0.0,0.0,0.6,0.24,0.84,0.6,0.84,Matches,nautico,2021,JjqcNtQ_znau
Wagner,br BRA,DF,21.0,8,8,720.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,nautico,2021,JjqcNtQ_znau
Erick,br BRA,MF,23.0,8,8,676.0,7.5,2.0,2.0,4.0,1.0,1.0,1.0,0.0,0.0,0.27,0.27,0.53,0.13,0.4,Matches,nautico,2021,JjqcNtQ_znau
Jailson,br BRA,MF,28.0,9,8,566.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,nautico,2021,JjqcNtQ_znau
Rafinha,br BRA,DF,33.0,14,7,708.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,nautico,2021,JjqcNtQ_znau
Thassio,br BRA,"DF,MF",20.0,12,7,641.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,nautico,2021,JjqcNtQ_znau
Alvaro,br BRA,FW,23.0,14,5,571.0,6.3,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.32,0.0,0.32,0.32,0.32,Matches,nautico,2021,JjqcNtQ_znau
Iago Dias,br BRA,"MF,FW",27.0,14,4,430.0,4.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.21,0.0,0.21,0.21,0.21,Matches,nautico,2021,JjqcNtQ_znau
Jefferson da Silva,br BRA,GK,27.0,5,4,376.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,nautico,2021,JjqcNtQ_znau
Breno Lorran,br BRA,DF,25.0,9,4,291.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,nautico,2021,JjqcNtQ_znau
Jacob Murillo,ec ECU,"FW,MF",27.0,10,3,359.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.25,Matches,nautico,2021,JjqcNtQ_znau
Tailson,br BRA,MF,21.0,7,3,217.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,nautico,2021,JjqcNtQ_znau
Giovanny,br BRA,MF,23.0,21,2,640.0,7.1,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.14,0.14,0.0,0.14,Matches,nautico,2021,JjqcNtQ_znau
Luiz Henrique,br BRA,MF,23.0,18,2,521.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,nautico,2021,JjqcNtQ_znau
Guilherme Nunes,br BRA,DF,22.0,7,2,215.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,nautico,2021,JjqcNtQ_znau
Juninho Carpina,br BRA,MF,20.0,5,2,210.0,2.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.43,0.0,0.43,Matches,nautico,2021,JjqcNtQ_znau
Matheus Carvalho,br BRA,MF,28.0,14,1,326.0,3.6,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.28,0.28,0.55,0.28,0.55,Matches,nautico,2021,JjqcNtQ_znau
Vinícius Vargas,br BRA,MF,25.0,7,1,165.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,nautico,2021,JjqcNtQ_znau
Jeferson,br BRA,"DF,FW",24.0,3,0,88.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,nautico,2021,JjqcNtQ_znau
Williams Bahia,br BRA,DF,20.0,1,0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,nautico,2021,JjqcNtQ_znau
Lucas Paraíba,br BRA,MF,22.0,1,0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,nautico,2021,JjqcNtQ_znau
Luan Neves,br BRA,,17.0,1,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,nautico,2021,JjqcNtQ_znau
Ronaldo Alves,br BRA,DF,31.0,0,0,,,,,,,,,,,,,,,,Matches,nautico,2021,JjqcNtQ_znau
Dênis,br BRA,DF,20.0,0,0,,,,,,,,,,,,,,,,Matches,nautico,2021,JjqcNtQ_znau
Bruno Ferreira,br BRA,GK,26.0,0,0,,,,,,,,,,,,,,,,Matches,nautico,2021,JjqcNtQ_znau
Renan,br BRA,GK,22.0,0,0,,,,,,,,,,,,,,,,Matches,nautico,2021,JjqcNtQ_znau
Yago Rocha,br BRA,DF,26.0,0,0,,,,,,,,,,,,,,,,Matches,nautico,2021,JjqcNtQ_znau
Wagninho,br BRA,MF,20.0,0,0,,,,,,,,,,,,,,,,Matches,nautico,2021,JjqcNtQ_znau
Georgemy Gonçalves,br BRA,GK,25.0,37,37,3330.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,vila_nova,2021,nR4qmNiWxvil
Renato Palma,br BRA,DF,29.0,37,36,3280.0,36.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,vila_nova,2021,nR4qmNiWxvil
Arthur,br BRA,MF,26.0,34,32,2688.0,29.9,3.0,3.0,6.0,2.0,1.0,1.0,12.0,0.0,0.1,0.1,0.2,0.07,0.17,Matches,vila_nova,2021,nR4qmNiWxvil
Rafael Donato,br BRA,DF,31.0,31,31,2744.0,30.5,3.0,0.0,3.0,3.0,0.0,0.0,5.0,0.0,0.1,0.0,0.1,0.1,0.1,Matches,vila_nova,2021,nR4qmNiWxvil
Alesson,br BRA,"MF,FW",21.0,33,30,2514.0,27.9,7.0,3.0,10.0,7.0,0.0,0.0,5.0,0.0,0.25,0.11,0.36,0.25,0.36,Matches,vila_nova,2021,nR4qmNiWxvil
Willian Formiga,br BRA,"DF,MF",26.0,32,29,2666.0,29.6,1.0,3.0,4.0,1.0,0.0,0.0,6.0,0.0,0.03,0.1,0.14,0.03,0.14,Matches,vila_nova,2021,nR4qmNiWxvil
Dudu Pacheco,br BRA,MF,23.0,28,28,2413.0,26.8,2.0,3.0,5.0,2.0,0.0,0.0,9.0,0.0,0.07,0.11,0.19,0.07,0.19,Matches,vila_nova,2021,nR4qmNiWxvil
Kelvin,br BRA,"FW,MF",27.0,30,23,1847.0,20.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,vila_nova,2021,nR4qmNiWxvil
Pedro Bambú Gonzaga,br BRA,"MF,DF",33.0,25,22,1806.0,20.1,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches,vila_nova,2021,nR4qmNiWxvil
Moacir,br BRA,"DF,MF",34.0,21,19,1690.0,18.8,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches,vila_nova,2021,nR4qmNiWxvil
Clayton,br BRA,FW,22.0,25,19,1444.0,16.0,7.0,2.0,9.0,5.0,2.0,2.0,3.0,0.0,0.44,0.12,0.56,0.31,0.44,Matches,vila_nova,2021,nR4qmNiWxvil
Deivid,br BRA,MF,32.0,14,14,983.0,10.9,0.0,1.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,0.09,0.09,0.0,0.09,Matches,vila_nova,2021,nR4qmNiWxvil
Renan Mota,br BRA,"MF,FW",29.0,20,12,1003.0,11.1,2.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,0.18,0.09,0.27,0.18,0.27,Matches,vila_nova,2021,nR4qmNiWxvil
Alexandre Rodrigues Soares,br BRA,DF,30.0,13,10,836.0,9.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,vila_nova,2021,nR4qmNiWxvil
Henan Faria da Silveira,br BRA,FW,33.0,13,10,718.0,8.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.13,0.13,0.25,0.13,0.25,Matches,vila_nova,2021,nR4qmNiWxvil
Bruno Collaço,br BRA,DF,30.0,10,8,666.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,vila_nova,2021,nR4qmNiWxvil
Walisson Maia,br BRA,DF,29.0,8,8,613.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,vila_nova,2021,nR4qmNiWxvil
Cassinho,br BRA,"FW,MF",28.0,12,7,674.0,7.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.13,Matches,vila_nova,2021,nR4qmNiWxvil
Lucas Mazetti,br BRA,"MF,DF",19.0,8,7,588.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,vila_nova,2021,nR4qmNiWxvil
Diego Tavares,br BRA,"MF,FW",29.0,12,6,702.0,7.8,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,0.13,0.26,0.38,0.13,0.38,Matches,vila_nova,2021,nR4qmNiWxvil
Pedro Júnior,br BRA,FW,34.0,19,6,628.0,7.0,2.0,0.0,2.0,1.0,1.0,1.0,5.0,0.0,0.29,0.0,0.29,0.14,0.14,Matches,vila_nova,2021,nR4qmNiWxvil
Danilo Belão,br BRA,DF,23.0,7,4,374.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,vila_nova,2021,nR4qmNiWxvil
Alan Grafite,br BRA,"FW,MF",22.0,21,3,468.0,5.2,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.19,0.0,0.19,0.19,0.19,Matches,vila_nova,2021,nR4qmNiWxvil
João Pedro,br BRA,"MF,FW",22.0,12,3,292.0,3.2,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.31,0.31,0.0,0.31,Matches,vila_nova,2021,nR4qmNiWxvil
Andre Krobel,br BRA,DF,25.0,4,3,257.0,2.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.35,0.0,0.35,Matches,vila_nova,2021,nR4qmNiWxvil
Johnatan Cardoso,br BRA,MF,23.0,19,2,516.0,5.7,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.35,0.0,0.35,Matches,vila_nova,2021,nR4qmNiWxvil
Tiago Real,br BRA,MF,32.0,13,2,365.0,4.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.25,Matches,vila_nova,2021,nR4qmNiWxvil
Éder Monteiro,br BRA,MF,21.0,11,2,324.0,3.6,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.56,0.0,0.56,0.56,0.56,Matches,vila_nova,2021,nR4qmNiWxvil
Rafael Silva,br BRA,FW,25.0,11,2,298.0,3.3,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,0.6,0.3,0.6,Matches,vila_nova,2021,nR4qmNiWxvil
Kallyl,br BRA,MF,25.0,4,1,158.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,vila_nova,2021,nR4qmNiWxvil
Ricardo Lima,br BRA,DF,26.0,2,1,135.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,vila_nova,2021,nR4qmNiWxvil
Fabrício,br BRA,GK,35.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,vila_nova,2021,nR4qmNiWxvil
Nicolás Maná,ar ARG,"FW,MF",26.0,8,0,158.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,vila_nova,2021,nR4qmNiWxvil
Fernandinho,br BRA,MF,26.0,4,0,64.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,vila_nova,2021,nR4qmNiWxvil
Douglas Coutinho,br BRA,"FW,MF",26.0,3,0,57.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,vila_nova,2021,nR4qmNiWxvil
Ikaro,br BRA,MF,25.0,3,0,49.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,vila_nova,2021,nR4qmNiWxvil
João Lucas,br BRA,MF,20.0,1,0,29.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,vila_nova,2021,nR4qmNiWxvil
Breno,br BRA,MF,19.0,3,0,27.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,vila_nova,2021,nR4qmNiWxvil
Matheus Porto,br BRA,FW,21.0,2,0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,vila_nova,2021,nR4qmNiWxvil
Gustavo,br BRA,MF,21.0,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,vila_nova,2021,nR4qmNiWxvil
Pedro Campanelli,br BRA,GK,25.0,0,0,,,,,,,,,,,,,,,,Matches,vila_nova,2021,nR4qmNiWxvil
Thiago Carleto,br BRA,"DF,MF",31.0,0,0,,,,,,,,,,,,,,,,Matches,vila_nova,2021,nR4qmNiWxvil
Markson,br BRA,MF,20.0,0,0,,,,,,,,,,,,,,,,Matches,vila_nova,2021,nR4qmNiWxvil
Thiaguinho,br BRA,MF,22.0,0,0,,,,,,,,,,,,,,,,Matches,vila_nova,2021,nR4qmNiWxvil
Germán Cano,ar ARG,FW,32.0,36,36,3124.0,34.7,11.0,2.0,13.0,8.0,3.0,6.0,6.0,0.0,0.32,0.06,0.37,0.23,0.29,Matches,vasco_da_gama,2021,Sf5cAxiwKvas
Leandro Castán,br BRA,DF,34.0,31,31,2743.0,30.5,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches,vasco_da_gama,2021,Sf5cAxiwKvas
Marquinhos Gabriel,br BRA,"MF,FW",30.0,31,30,2555.0,28.4,4.0,5.0,9.0,4.0,0.0,0.0,4.0,0.0,0.14,0.18,0.32,0.14,0.32,Matches,vasco_da_gama,2021,Sf5cAxiwKvas
Zeca,br BRA,DF,26.0,29,29,2537.0,28.2,0.0,3.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,0.11,0.11,0.0,0.11,Matches,vasco_da_gama,2021,Sf5cAxiwKvas
Léo Matos,br BRA,DF,34.0,29,27,2224.0,24.7,2.0,2.0,4.0,2.0,0.0,0.0,10.0,2.0,0.08,0.08,0.16,0.08,0.16,Matches,vasco_da_gama,2021,Sf5cAxiwKvas
Vanderlei,br BRA,GK,36.0,25,25,2227.0,24.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,vasco_da_gama,2021,Sf5cAxiwKvas
Morato,br BRA,"MF,FW",28.0,29,22,1730.0,19.2,6.0,1.0,7.0,6.0,0.0,0.0,4.0,1.0,0.31,0.05,0.36,0.31,0.36,Matches,vasco_da_gama,2021,Sf5cAxiwKvas
Andrey Ramos do Nascimento,br BRA,MF,22.0,28,21,1822.0,20.2,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,0.05,0.05,0.1,0.05,0.1,Matches,vasco_da_gama,2021,Sf5cAxiwKvas
Gabriel Chaves,br BRA,"MF,FW",19.0,34,19,1702.0,18.9,1.0,3.0,4.0,1.0,0.0,0.0,3.0,0.0,0.05,0.16,0.21,0.05,0.21,Matches,vasco_da_gama,2021,Sf5cAxiwKvas
Ricardo,br BRA,DF,23.0,19,19,1678.0,18.6,1.0,2.0,3.0,1.0,0.0,0.0,4.0,0.0,0.05,0.11,0.16,0.05,0.16,Matches,vasco_da_gama,2021,Sf5cAxiwKvas
Bruno Gomes,br BRA,MF,19.0,21,18,1368.0,15.2,0.0,2.0,2.0,0.0,0.0,0.0,4.0,2.0,0.0,0.13,0.13,0.0,0.13,Matches,vasco_da_gama,2021,Sf5cAxiwKvas
Ernando,br BRA,DF,32.0,16,15,1397.0,15.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,vasco_da_gama,2021,Sf5cAxiwKvas
Riquelme,br BRA,DF,18.0,20,15,1304.0,14.5,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches,vasco_da_gama,2021,Sf5cAxiwKvas
Matheus Cirilo,br BRA,"MF,DF",19.0,19,15,1025.0,11.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,vasco_da_gama,2021,Sf5cAxiwKvas
Léo Jabá,br BRA,MF,22.0,27,14,1494.0,16.6,3.0,1.0,4.0,3.0,0.0,0.0,3.0,0.0,0.18,0.06,0.24,0.18,0.24,Matches,vasco_da_gama,2021,Sf5cAxiwKvas
Nenê,br BRA,"MF,FW",39.0,14,14,1236.0,13.7,4.0,3.0,7.0,4.0,0.0,1.0,3.0,0.0,0.29,0.22,0.51,0.29,0.51,Matches,vasco_da_gama,2021,Sf5cAxiwKvas
