Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,team_name,season,Sh,SoT,Dist
2021-06-26,21:00,Série B,Matchweek 7,Sat,Home,D,1,1,Remo,67,,Kieza,4-2-3-1,4-2-3-1,André Luiz de Freitas Castro,Match Report,,nautico,2021,17,6,
2021-06-29,21:30,Série B,Matchweek 8,Tue,Away,D,1,1,CRB,47,,Vinícius,4-2-3-1,4-2-3-1,Zandick Gondim Alves Junior,Match Report,,nautico,2021,21,9,
2021-07-02,19:00,Série B,Matchweek 9,Fri,Home,W,5,0,Operário,44,,Vinícius,4-2-3-1,4-3-3,Fabio Augusto de Sá Junior,Match Report,,nautico,2021,20,10,
2021-07-09,21:30,Série B,Matchweek 10,Fri,Away,W,1,0,Goiás,54,,Vinícius,4-2-3-1,4-2-3-1,Ivan da Silva Guimarães Jr.,Match Report,,nautico,2021,17,4,
2021-07-12,20:00,Série B,Matchweek 11,Mon,Home,D,1,1,Ponte Preta,60,,Vinícius,4-2-3-1,4-2-3-1,Jonathan Antero Silva,Match Report,,nautico,2021,13,3,
2021-07-18,16:00,Série B,Matchweek 12,Sun,Away,D,1,1,Vasco da Gama,46,,Kieza,4-2-3-1,4-2-3-1,Ramon Abatti Abel,Match Report,,nautico,2021,20,8,
2021-07-21,21:30,Série B,Matchweek 13,Wed,Home,W,2,1,Brasil de Pelotas,62,,Kieza,4-2-3-1,3-4-3,Salim Fende Chavez,Match Report,,nautico,2021,24,6,
2021-07-24,19:30,Série B,Matchweek 14,Sat,Home,D,1,1,Brusque,55,,Kieza,4-2-3-1,4-4-2,Jean Pierre Goncalves Lima,Match Report,,nautico,2021,16,6,
2021-07-30,20:00,Série B,Matchweek 15,Fri,Away,L,1,3,Coritiba,56,,Vinícius,4-2-3-1,4-2-3-1,Thiago Luis Scarascati,Match Report,,nautico,2021,9,3,
2021-08-07,16:30,Série B,Matchweek 16,Sat,Home,L,0,4,Confiança,66,,Rhaldney,4-2-3-1,4-4-2,Rafael Carlos Salgueiro,Match Report,,nautico,2021,25,5,
2021-08-11,21:30,Série B,Matchweek 17,Wed,Away,L,0,2,Sampaio Corrêa,51,,Vinícius,4-2-3-1,4-3-3,Felipe da Silva Gonçalves Paludo,Match Report,,nautico,2021,16,6,
2021-08-14,19:00,Série B,Matchweek 18,Sat,Away,L,0,2,Avaí,45,,Vinícius,4-2-3-1,4-3-3,Dyorgines José Padovani Andrade,Match Report,,nautico,2021,5,2,
2021-08-17,19:00,Série B,Matchweek 19,Tue,Home,L,0,1,Cruzeiro,55,,Vinícius,4-2-3-1,4-2-3-1,Marcelo de Lima Henrique,Match Report,,nautico,2021,12,4,
2021-08-24,21:30,Série B,Matchweek 20,Tue,Away,W,1,0,CSA,54,,Vinícius,4-2-3-1,4-3-3,Savio Pereira,Match Report,,nautico,2021,18,7,
2021-08-29,16:00,Série B,Matchweek 21,Sun,Home,D,1,1,Vitória,54,,Vinícius,4-2-3-1,4-2-3-1,Jose Mendonca da Silva Junior,Match Report,,nautico,2021,11,3,
2021-09-04,17:15,Série B,Matchweek 22,Sat,Home,D,1,1,Guarani,36,,Camutanga,4-2-3-1,4-2-3-1,Rafael Traci,Match Report,,nautico,2021,6,3,
2021-09-10,21:30,Série B,Matchweek 23,Fri,Away,L,0,1,Vila Nova,69,,Vinícius,4-2-3-1,4-2-3-1,Rodrigo Batista Raposo,Match Report,,nautico,2021,14,2,
2021-09-18,16:30,Série B,Matchweek 24,Sat,Away,L,1,3,Botafogo (RJ),52,,Vinícius,4-2-3-1,4-3-3,Flavio Rodrigues De Souza,Match Report,,nautico,2021,10,3,
2021-09-21,21:30,Série B,Matchweek 25,Tue,Home,L,1,2,Londrina,68,,Vinícius,4-2-3-1,4-2-3-1,Alisson Sidnei Furtado,Match Report,,nautico,2021,19,7,
2021-09-24,19:00,Série B,Matchweek 26,Fri,Away,L,0,1,Remo,52,1699.0,Vinícius,4-2-3-1,4-2-3-1,Leo Simão Holanda,Match Report,,nautico,2021,10,1,
2021-09-28,19:00,Série B,Matchweek 27,Tue,Home,L,1,3,CRB,68,649.0,Vinícius,4-2-3-1,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,,nautico,2021,19,4,
2021-10-01,21:30,Série B,Matchweek 28,Fri,Away,W,2,1,Operário,58,427.0,Vinícius,4-4-2,4-5-1,Edina Alves Batista,Match Report,,nautico,2021,13,4,
2021-10-05,21:30,Série B,Matchweek 29,Tue,Home,W,3,2,Goiás,49,2724.0,Vinícius,4-4-1-1,4-2-3-1,Ricardo Marques Ribeiro,Match Report,,nautico,2021,20,9,
2021-10-16,16:00,Série B,Matchweek 30,Sat,Away,W,3,2,Ponte Preta,48,2732.0,Camutanga,4-2-3-1,4-2-3-1,Jefferson Ferreira de Moraes,Match Report,,nautico,2021,11,5,
2021-10-24,16:00,Série B,Matchweek 31,Sun,Home,D,2,2,Vasco da Gama,51,3080.0,Vinícius,4-2-3-1,4-3-3,Paulo Roberto Alves Júnior,Match Report,,nautico,2021,19,5,
2021-10-28,21:30,Série B,Matchweek 32,Thu,Away,L,2,3,Brasil de Pelotas,65,484.0,Vinícius,4-2-3-1,4-2-3-1,Edina Alves Batista,Match Report,,nautico,2021,15,7,
2021-11-02,19:00,Série B,Matchweek 33,Tue,Away,L,3,4,Brusque,51,998.0,Vinícius,4-2-3-1,4-2-3-1,Felipe Fernandes de Lima,Match Report,,nautico,2021,14,6,
2021-11-06,16:15,Série B,Matchweek 34,Sat,Home,W,2,1,Coritiba,42,2273.0,Vinícius,4-2-3-1,4-2-3-1,Flavio Rodrigues De Souza,Match Report,,nautico,2021,16,3,
2021-11-09,20:00,Série B,Matchweek 35,Tue,Away,D,0,0,Confiança,59,3862.0,Vinícius,4-2-3-1,4-3-3,Thiago Luis Scarascati,Match Report,,nautico,2021,13,1,
2021-11-15,18:00,Série B,Matchweek 36,Mon,Home,W,2,1,Sampaio Corrêa,53,2002.0,Vinícius,4-2-3-1,4-2-3-1,Ivan da Silva Guimarães Jr.,Match Report,,nautico,2021,23,7,
2021-11-21,19:00,Série B,Matchweek 37,Sun,Home,L,1,2,Avaí,63,2462.0,Vinícius,4-2-3-1,4-3-3,Wagner do Nascimento Magalhaes,Match Report,,nautico,2021,19,5,
2021-11-25,20:00,Série B,Matchweek 38,Thu,Away,D,0,0,Cruzeiro,44,60700.0,Júnior Tavares,4-4-2,4-2-3-1,Paulo Renato Moreira da Silva Coelho,Match Report,,nautico,2021,9,2,
2021-05-28,21:30,Série B,Matchweek 1,Fri,Home,D,1,1,Botafogo (RJ),44,,Rafael Donato,4-3-3,4-3-3,Paulo Cesar Zanovelli da Silva,Match Report,,vila_nova,2021,5,4,
2021-06-06,20:30,Série B,Matchweek 2,Sun,Away,D,1,1,Avaí,50,,Pedro Bambú Gonzaga,4-3-3,4-2-3-1,Salim Fende Chavez,Match Report,,vila_nova,2021,7,3,
2021-06-12,19:00,Série B,Matchweek 3,Sat,Home,W,1,0,CSA,34,,Pedro Bambú Gonzaga,4-3-3,4-2-3-1,Fabio Augusto de Sá Junior,Match Report,,vila_nova,2021,12,2,
2021-06-15,19:00,Série B,Matchweek 4,Tue,Away,L,0,2,Náutico,45,,Pedro Bambú Gonzaga,4-2-3-1,4-2-3-1,Rafael Carlos Salgueiro,Match Report,,vila_nova,2021,6,1,
2021-06-19,21:00,Série B,Matchweek 5,Sat,Home,L,0,1,Coritiba,57,,Pedro Bambú Gonzaga,4-2-3-1,4-2-3-1,Ivan da Silva Guimarães Jr.,Match Report,,vila_nova,2021,14,6,
2021-06-22,17:30,Série B,Matchweek 6,Tue,Away,L,0,1,Confiança,61,,Pedro Bambú Gonzaga,4-3-3,4-2-3-1,Diego da Silva Castro,Match Report,,vila_nova,2021,11,2,
2021-06-25,21:30,Série B,Matchweek 7,Fri,Home,D,0,0,Goiás,57,,Rafael Donato,4-3-3,4-2-3-1,Dyorgines José Padovani Andrade,Match Report,,vila_nova,2021,6,2,
2021-06-28,18:00,Série B,Matchweek 8,Mon,Away,W,2,1,Operário,35,,Rafael Donato,4-3-3,4-2-3-1,Jonathan Antero Silva,Match Report,,vila_nova,2021,7,3,
2021-07-03,21:30,Série B,Matchweek 9,Sat,Home,D,0,0,Ponte Preta,61,,Rafael Donato,4-3-3,4-4-2,Luiz Augusto Silveira Tisne,Match Report,,vila_nova,2021,16,2,
2021-07-08,21:00,Série B,Matchweek 10,Thu,Away,W,1,0,Remo,48,,Rafael Donato,4-3-3,4-4-2,Felipe da Silva Gonçalves Paludo,Match Report,,vila_nova,2021,8,3,
2021-07-13,16:00,Série B,Matchweek 11,Tue,Home,D,0,0,Brasil de Pelotas,65,,Rafael Donato,4-2-3-1,5-3-2,Zandick Gondim Alves Junior,Match Report,,vila_nova,2021,18,3,
2021-07-18,20:30,Série B,Matchweek 12,Sun,Away,L,1,2,CRB,43,,Rafael Donato,4-3-3,4-2-3-1,Adriano Barros Carneiro,Match Report,,vila_nova,2021,18,4,
2021-07-21,16:00,Série B,Matchweek 13,Wed,Home,L,0,1,Brusque,54,,Rafael Donato,4-2-3-1,4-4-2,Vinicius Furlan,Match Report,,vila_nova,2021,14,6,
2021-07-24,16:30,Série B,Matchweek 14,Sat,Home,D,0,0,Cruzeiro,46,,Rafael Donato,3-5-2,3-4-3,Alexandre Vargas Tavares de Jesus,Match Report,,vila_nova,2021,14,3,
2021-07-31,11:00,Série B,Matchweek 15,Sat,Away,W,4,1,Guarani,25,,Rafael Donato,3-5-2,4-2-3-1,Vinicius Gomes do Amaral,Match Report,,vila_nova,2021,8,6,
2021-08-07,21:30,Série B,Matchweek 16,Sat,Home,L,0,2,Sampaio Corrêa,70,,Rafael Donato,3-5-2,4-3-3,Salim Fende Chavez,Match Report,,vila_nova,2021,34,9,
2021-08-10,21:30,Série B,Matchweek 17,Tue,Away,L,0,1,Vasco da Gama,48,,Rafael Donato,3-5-2,4-3-3,Felipe Fernandes de Lima,Match Report,,vila_nova,2021,15,2,
2021-08-15,11:00,Série B,Matchweek 18,Sun,Away,L,0,1,Londrina,52,,Rafael Donato,3-5-2,4-2-3-1,Edina Alves Batista,Match Report,,vila_nova,2021,7,1,
2021-08-18,19:00,Série B,Matchweek 19,Wed,Home,D,0,0,Vitória,50,,Alexandre Rodrigues Soares,4-2-3-1,4-2-3-1,Rafael Carlos Salgueiro,Match Report,,vila_nova,2021,15,4,
2021-08-22,11:00,Série B,Matchweek 20,Sun,Away,L,2,3,Botafogo (RJ),49,,Rafael Donato,5-3-2,3-5-2,Denis Ribeiro Serafim,Match Report,,vila_nova,2021,15,4,
2021-08-25,16:00,Série B,Matchweek 21,Wed,Home,W,1,0,Avaí,43,,Rafael Donato,4-2-3-1,4-2-3-1,Douglas Marques das Flores,Match Report,,vila_nova,2021,23,9,
2021-09-03,21:30,Série B,Matchweek 22,Fri,Away,D,1,1,CSA,32,,Rafael Donato,4-2-3-1,4-2-3-1,Vinicius Gonçalves Dias Araujo,Match Report,,vila_nova,2021,9,4,
2021-09-10,21:30,Série B,Matchweek 23,Fri,Home,W,1,0,Náutico,31,,Rafael Donato,4-2-3-1,4-2-3-1,Rodrigo Batista Raposo,Match Report,,vila_nova,2021,17,5,
2021-09-17,19:00,Série B,Matchweek 24,Fri,Away,L,0,1,Coritiba,55,,Rafael Donato,4-2-3-1,4-2-3-1,Douglas Schwengber da Silva,Match Report,,vila_nova,2021,16,4,
2021-09-21,21:30,Série B,Matchweek 25,Tue,Home,D,0,0,Confiança,51,,Rafael Donato,4-2-3-1,4-2-3-1,Diego Da Costa Cidral,Match Report,,vila_nova,2021,14,1,
2021-09-24,19:00,Série B,Matchweek 26,Fri,Away,W,2,1,Goiás,43,1310.0,Rafael Donato,4-2-3-1,4-2-3-1,Marcelo de Lima Henrique,Match Report,,vila_nova,2021,12,5,
2021-09-28,21:30,Série B,Matchweek 27,Tue,Home,W,2,1,Operário,51,1328.0,Rafael Donato,4-3-3,3-4-3,Rodrigo José Pereira de Lima,Match Report,,vila_nova,2021,14,4,
2021-10-02,21:00,Série B,Matchweek 28,Sat,Away,D,1,1,Ponte Preta,47,,Rafael Donato,4-3-3,4-2-3-1,Adriano Barros Carneiro,Match Report,,vila_nova,2021,14,5,
2021-10-08,19:00,Série B,Matchweek 29,Fri,Home,W,1,0,Remo,30,1804.0,Rafael Donato,4-3-3,4-3-3,Flavio Rodrigues De Souza,Match Report,,vila_nova,2021,6,4,
2021-10-16,15:00,Série B,Matchweek 30,Sat,Away,D,2,2,Brasil de Pelotas,50,458.0,Rafael Donato,4-3-3,4-2-3-1,Thiago Luis Scarascati,Match Report,,vila_nova,2021,7,2,
2021-10-18,20:00,Série B,Matchweek 31,Mon,Home,D,0,0,CRB,60,1128.0,Rafael Donato,4-2-3-1,4-2-3-1,Diego Pombo Lopez,Match Report,,vila_nova,2021,34,5,
2021-10-24,20:30,Série B,Matchweek 32,Sun,Away,W,3,2,Brusque,37,537.0,Rafael Donato,3-4-3,4-2-3-1,Alisson Sidnei Furtado,Match Report,,vila_nova,2021,18,8,
2021-11-01,19:00,Série B,Matchweek 33,Mon,Away,D,1,1,Cruzeiro,43,2863.0,Rafael Donato,4-2-3-1,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,,vila_nova,2021,12,3,
2021-11-07,18:15,Série B,Matchweek 34,Sun,Home,D,2,2,Guarani,42,2121.0,Rafael Donato,4-2-3-1,4-2-3-1,Douglas Schwengber da Silva,Match Report,,vila_nova,2021,17,5,
2021-11-11,19:00,Série B,Matchweek 35,Thu,Away,L,0,3,Sampaio Corrêa,51,873.0,Rafael Donato,4-2-3-1,4-2-3-1,Dyorgines José Padovani Andrade,Match Report,,vila_nova,2021,9,0,
2021-11-15,18:00,Série B,Matchweek 36,Mon,Home,D,2,2,Vasco da Gama,48,3854.0,Rafael Donato,4-2-3-1,4-3-3,Paulo Henrique Schleinch Vollkopf,Match Report,,vila_nova,2021,16,3,
2021-11-19,21:30,Série B,Matchweek 37,Fri,Home,W,2,1,Londrina,39,1621.0,Rafael Donato,4-3-3,4-2-3-1,Caio Max Augusto Vieira,Match Report,,vila_nova,2021,13,4,
2021-11-28,16:00,Série B,Matchweek 38,Sun,Away,W,1,0,Vitória,43,5656.0,Renato Palma,4-2-3-1,4-4-2,Ricardo Marques Ribeiro,Match Report,,vila_nova,2021,9,2,
2021-05-29,11:00,Série B,Matchweek 1,Sat,Home,L,0,2,Operário,55,,Germán Cano,4-2-3-1,4-2-3-1,Thiago Luis Scarascati,Match Report,,vasco_da_gama,2021,13,4,
2021-06-06,16:00,Série B,Matchweek 2,Sun,Away,D,1,1,Ponte Preta,54,,Germán Cano,4-2-3-1,4-4-2,Pablo Ramón Goncalves Pinheiro,Match Report,,vasco_da_gama,2021,8,1,
2021-06-12,19:00,Série B,Matchweek 3,Sat,Away,W,2,1,Brasil de Pelotas,65,,Germán Cano,4-2-3-1,4-2-3-1,Paulo Henrique Schleinch Vollkopf,Match Report,,vasco_da_gama,2021,10,4,
2021-06-16,19:00,Série B,Matchweek 4,Wed,Home,L,0,2,Avaí,62,,Germán Cano,4-2-3-1,4-2-3-1,Marco Aurelio Augusto Fazekas Ferreira,Match Report,,vasco_da_gama,2021,14,5,
2021-06-19,16:30,Série B,Matchweek 5,Sat,Home,W,3,0,CRB,39,,Leandro Castán,4-4-2,4-4-2,Alisson Sidnei Furtado,Match Report,,vasco_da_gama,2021,11,8,
2021-06-24,21:30,Série B,Matchweek 6,Thu,Away,L,1,2,Cruzeiro,54,,Leandro Castán,4-4-2,5-4-1,Vinicius Gonçalves Dias Araujo,Match Report,,vasco_da_gama,2021,21,6,
2021-06-27,21:00,Série B,Matchweek 7,Sun,Home,W,2,1,Brusque,42,,Leandro Castán,4-2-3-1,4-4-2,Salim Fende Chavez,Match Report,,vasco_da_gama,2021,13,5,
2021-06-30,19:00,Série B,Matchweek 8,Wed,Away,L,0,1,Goiás,26,,Leandro Castán,4-2-3-1,4-2-3-1,Douglas Marques das Flores,Match Report,,vasco_da_gama,2021,5,2,
2021-07-03,16:30,Série B,Matchweek 9,Sat,Home,W,1,0,Confiança,41,,Leandro Castán,,4-3-3,Rodrigo Batista Raposo,Match Report,,vasco_da_gama,2021,9,5,
2021-07-09,19:00,Série B,Matchweek 10,Fri,Home,W,1,0,Sampaio Corrêa,31,,Leandro Castán,4-2-3-1,4-2-3-1,Jefferson Ferreira de Moraes,Match Report,,vasco_da_gama,2021,10,6,
2021-07-13,21:30,Série B,Matchweek 11,Tue,Away,D,1,1,Coritiba,49,,Leandro Castán,4-2-3-1,4-2-3-1,André Luiz de Freitas Castro,Match Report,,vasco_da_gama,2021,11,4,
2021-07-18,16:00,Série B,Matchweek 12,Sun,Home,D,1,1,Náutico,54,,Leandro Castán,4-2-3-1,4-2-3-1,Ramon Abatti Abel,Match Report,,vasco_da_gama,2021,13,5,
2021-07-21,21:30,Série B,Matchweek 13,Wed,Away,D,2,2,CSA,46,,Leandro Castán,4-2-3-1,4-2-3-1,Rodrigo D'Alonso Ferreira,Match Report,,vasco_da_gama,2021,12,5,
2021-07-24,21:00,Série B,Matchweek 14,Sat,Home,W,4,1,Guarani,41,,Leandro Castán,4-2-3-1,4-2-3-1,Denis Ribeiro Serafim,Match Report,,vasco_da_gama,2021,15,7,
2021-07-31,21:00,Série B,Matchweek 15,Sat,Away,L,0,2,Botafogo (RJ),69,,Leandro Castán,4-2-3-1,4-2-3-1,Heber Roberto Lopes,Match Report,,vasco_da_gama,2021,10,1,
2021-08-07,19:30,Série B,Matchweek 16,Sat,Away,W,1,0,Vitória,48,,Leandro Castán,4-2-3-1,4-2-3-1,Leandro Pedro Vuaden,Match Report,,vasco_da_gama,2021,12,3,
2021-08-10,21:30,Série B,Matchweek 17,Tue,Home,W,1,0,Vila Nova,52,,Leandro Castán,4-3-3,3-5-2,Felipe Fernandes de Lima,Match Report,,vasco_da_gama,2021,10,3,
2021-08-13,21:30,Série B,Matchweek 18,Fri,Away,L,1,2,Remo,61,,Rômulo,4-2-3-1,4-1-4-1,Vinicius Gonçalves Dias Araujo,Match Report,,vasco_da_gama,2021,11,1,
2021-08-18,21:30,Série B,Matchweek 19,Wed,Home,L,1,2,Londrina,60,,Germán Cano,4-2-3-1,4-2-3-1,Salim Fende Chavez,Match Report,,vasco_da_gama,2021,16,3,
2021-08-21,19:00,Série B,Matchweek 20,Sat,Away,L,0,2,Operário,60,,Germán Cano,4-2-3-1,4-2-3-1,Braulio da Silva Machado,Match Report,,vasco_da_gama,2021,15,4,
2021-08-29,16:00,Série B,Matchweek 21,Sun,Home,W,2,0,Ponte Preta,49,,Leandro Castán,4-2-3-1,4-3-3,Heber Roberto Lopes,Match Report,,vasco_da_gama,2021,14,5,
2021-09-03,19:00,Série B,Matchweek 22,Fri,Home,D,1,1,Brasil de Pelotas,76,,Leandro Castán,4-2-3-1,4-4-2,Alisson Sidnei Furtado,Match Report,,vasco_da_gama,2021,21,9,
2021-09-06,20:00,Série B,Matchweek 23,Mon,Away,L,1,3,Avaí,56,,Leandro Castán,4-2-3-1,4-2-3-1,Paulo Roberto Alves Júnior,Match Report,,vasco_da_gama,2021,14,5,
2021-09-16,19:00,Série B,Matchweek 24,Thu,Away,D,1,1,CRB,52,,Leandro Castán,4-2-3-1,4-2-3-1,Luiz Flávio de Oliveira,Match Report,,vasco_da_gama,2021,16,6,
2021-09-19,16:00,Série B,Matchweek 25,Sun,Home,D,1,1,Cruzeiro,49,,Leandro Castán,4-2-3-1,4-2-3-1,André Luiz de Freitas Castro,Match Report,,vasco_da_gama,2021,10,4,
2021-09-24,21:30,Série B,Matchweek 26,Fri,Away,W,1,0,Brusque,50,,Leandro Castán,4-3-3,4-2-3-1,Savio Pereira,Match Report,,vasco_da_gama,2021,5,3,
2021-09-27,20:00,Série B,Matchweek 27,Mon,Home,W,2,0,Goiás,56,3189.0,Leandro Castán,4-2-3-1,4-2-3-1,Ramon Abatti Abel,Match Report,,vasco_da_gama,2021,15,6,
2021-10-03,19:15,Série B,Matchweek 28,Sun,Away,W,2,1,Confiança,60,4665.0,Leandro Castán,4-2-3-1,4-1-4-1,Raphael Claus,Match Report,,vasco_da_gama,2021,7,2,
2021-10-09,21:00,Série B,Matchweek 29,Sat,Away,L,0,1,Sampaio Corrêa,70,13993.0,Leandro Castán,4-1-3-2,4-3-3,Caio Max Augusto Vieira,Match Report,,vasco_da_gama,2021,22,5,
2021-10-16,16:30,Série B,Matchweek 30,Sat,Home,W,2,1,Coritiba,52,6245.0,Leandro Castán,4-3-3,4-2-3-1,Wilton Sampaio,Match Report,,vasco_da_gama,2021,12,3,
2021-10-24,16:00,Série B,Matchweek 31,Sun,Away,D,2,2,Náutico,49,3080.0,Leandro Castán,4-3-3,4-2-3-1,Paulo Roberto Alves Júnior,Match Report,,vasco_da_gama,2021,9,4,
2021-10-29,21:30,Série B,Matchweek 32,Fri,Home,L,1,3,CSA,62,9881.0,Leandro Castán,4-2-3-1,4-2-3-1,Marielson Alves Silva,Match Report,,vasco_da_gama,2021,14,5,
2021-11-04,19:00,Série B,Matchweek 33,Thu,Away,L,0,1,Guarani,66,4666.0,Leandro Castán,4-3-3,4-2-3-1,Leandro Pedro Vuaden,Match Report,,vasco_da_gama,2021,7,3,
2021-11-07,16:00,Série B,Matchweek 34,Sun,Home,L,0,4,Botafogo (RJ),56,5536.0,Leandro Castán,4-2-3-1,4-2-3-1,Luiz Flávio de Oliveira,Match Report,,vasco_da_gama,2021,8,3,
2021-11-10,21:30,Série B,Matchweek 35,Wed,Home,L,0,3,Vitória,71,689.0,Leandro Castán,4-2-3-1,4-2-3-1,Caio Max Augusto Vieira,Match Report,,vasco_da_gama,2021,13,5,
2021-11-15,18:00,Série B,Matchweek 36,Mon,Away,D,2,2,Vila Nova,52,3854.0,Leandro Castán,4-3-3,4-2-3-1,Paulo Henrique Schleinch Vollkopf,Match Report,,vasco_da_gama,2021,13,4,
2021-11-19,19:00,Série B,Matchweek 37,Fri,Home,D,2,2,Remo,65,1024.0,Leandro Castán,4-3-3,4-3-3,Rodrigo Batista Raposo,Match Report,,vasco_da_gama,2021,15,4,
2021-11-28,16:00,Série B,Matchweek 38,Sun,Away,L,0,3,Londrina,62,3011.0,Leandro Castán,4-2-3-1,4-3-3,Antonio Dib Moraes de Sousa,Match Report,,vasco_da_gama,2021,7,2,
2021-05-30,11:00,Série B,Matchweek 1,Sun,Away,L,1,2,Brusque,47,,Fernando Camilo Farias,4-4-2,4-4-2,Felipe da Silva Gonçalves,Match Report,,ponte_preta,2021,5,0,
2021-06-06,16:00,Série B,Matchweek 2,Sun,Home,D,1,1,Vasco da Gama,46,,Fernando Camilo Farias,4-4-2,4-2-3-1,Pablo Ramón Goncalves Pinheiro,Match Report,,ponte_preta,2021,14,3,
2021-06-11,19:00,Série B,Matchweek 3,Fri,Away,L,0,1,Sampaio Corrêa,42,,Fernando Camilo Farias,4-4-2,4-2-3-1,Rodrigo da Fonseca Silva,Match Report,,ponte_preta,2021,4,1,
2021-06-16,21:30,Série B,Matchweek 4,Wed,Home,L,0,1,Cruzeiro,58,,Fernando Camilo Farias,5-3-2,4-1-4-1,Vinicius Gomes do Amaral,Match Report,,ponte_preta,2021,7,2,
2021-06-19,18:30,Série B,Matchweek 5,Sat,Away,L,0,1,Guarani,55,,Fernando Camilo Farias,4-2-3-1,4-2-3-1,Ramon Abatti Abel,Match Report,,ponte_preta,2021,12,3,
2021-06-22,19:00,Série B,Matchweek 6,Tue,Home,D,0,0,Operário,64,,Fernando Camilo Farias,4-4-2,4-2-3-1,Rafael Carlos Salgueiro,Match Report,,ponte_preta,2021,14,3,
2021-06-25,19:00,Série B,Matchweek 7,Fri,Away,D,1,1,Brasil de Pelotas,53,,Fernando Camilo Farias,4-4-2,4-2-3-1,Alisson Sidnei Furtado,Match Report,,ponte_preta,2021,10,2,
2021-06-30,16:30,Série B,Matchweek 8,Wed,Home,W,2,1,CSA,45,,Fernando Camilo Farias,4-2-3-1,4-2-3-1,Jose Mendonca da Silva Junior,Match Report,,ponte_preta,2021,18,5,
2021-07-03,21:30,Série B,Matchweek 9,Sat,Away,D,0,0,Vila Nova,39,,Fernando Camilo Farias,4-4-2,4-3-3,Luiz Augusto Silveira Tisne,Match Report,,ponte_preta,2021,6,1,
2021-07-06,19:00,Série B,Matchweek 10,Tue,Home,D,0,0,Avaí,49,,Fernando Camilo Farias,4-4-2,4-3-3,Tiago Nascimento dos Santos,Match Report,,ponte_preta,2021,12,2,
2021-07-12,20:00,Série B,Matchweek 11,Mon,Away,D,1,1,Náutico,40,,Ivan,4-2-3-1,4-2-3-1,Jonathan Antero Silva,Match Report,,ponte_preta,2021,10,8,
2021-07-17,18:30,Série B,Matchweek 12,Sat,Home,L,1,2,Remo,62,,Ivan,4-2-3-1,4-1-4-1,José Ricardo Vasconcellos Laranjeira,Match Report,,ponte_preta,2021,18,2,
2021-07-20,21:30,Série B,Matchweek 13,Tue,Away,L,0,1,Vitória,55,,Ivan,4-1-4-1,4-3-3,Gilberto Rodrigues Castro Junior,Match Report,,ponte_preta,2021,15,3,
2021-07-23,20:00,Série B,Matchweek 14,Fri,Home,W,2,1,Goiás,33,,Ivan,3-5-2,4-3-1-2,Heber Roberto Lopes,Match Report,,ponte_preta,2021,11,5,
2021-08-01,18:15,Série B,Matchweek 15,Sun,Away,D,1,1,CRB,40,,Ivan,4-2-3-1,4-2-3-1,Rafael Martins de Sá,Match Report,,ponte_preta,2021,10,2,
2021-08-08,20:30,Série B,Matchweek 16,Sun,Away,L,0,2,Botafogo (RJ),57,,Fernando Camilo Farias,4-2-3-1,4-2-3-1,Rodrigo Batista Raposo,Match Report,,ponte_preta,2021,10,2,
2021-08-11,19:00,Série B,Matchweek 17,Wed,Home,W,2,1,Londrina,58,,Ivan,4-2-3-1,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,,ponte_preta,2021,16,7,
2021-08-14,16:30,Série B,Matchweek 18,Sat,Home,W,4,2,Confiança,43,,Ivan,4-2-3-1,4-4-2,Wanderson Alves de Souza,Match Report,,ponte_preta,2021,13,8,
2021-08-17,21:30,Série B,Matchweek 19,Tue,Away,L,0,2,Coritiba,52,,Ivan,4-3-3,4-2-3-1,Paulo Cesar Zanovelli da Silva,Match Report,,ponte_preta,2021,12,2,
2021-08-22,20:30,Série B,Matchweek 20,Sun,Home,W,3,0,Brusque,44,,Ivan,4-3-3,4-4-2,Diego Pombo Lopez,Match Report,,ponte_preta,2021,13,3,
2021-08-29,16:00,Série B,Matchweek 21,Sun,Away,L,0,2,Vasco da Gama,51,,Ivan,4-3-3,4-2-3-1,Heber Roberto Lopes,Match Report,,ponte_preta,2021,15,4,
2021-09-03,19:00,Série B,Matchweek 22,Fri,Home,W,3,2,Sampaio Corrêa,55,,Ivan,4-2-3-1,4-3-3,Paulo Henrique de Melo Salmazio,Match Report,,ponte_preta,2021,22,8,
2021-09-11,11:00,Série B,Matchweek 23,Sat,Away,L,0,1,Cruzeiro,48,,Ivan,4-2-3-1,4-2-3-1,Wagner do Nascimento Magalhaes,Match Report,,ponte_preta,2021,12,3,
2021-09-17,21:30,Série B,Matchweek 24,Fri,Home,D,0,0,Guarani,42,,Ivan,4-2-3-1,4-2-3-1,Marcelo de Lima Henrique,Match Report,,ponte_preta,2021,18,4,
2021-09-22,21:30,Série B,Matchweek 25,Wed,Away,W,2,1,Operário,36,,Ivan,4-2-3-1,4-2-3-1,Fabio Augusto de Sá Junior,Match Report,,ponte_preta,2021,11,5,
